"Meter Serial","Meter Name","Timestamp","Date","Day","Time","TOU","Week ","Cumulative ImpWh","ImpkWh","Ptot","Stot","Cumulative ExpWh","ExpkWh","PFtot","MD","Qtot","Epoch"
"1421236137","UCT - School Of Design Solar PV","2023-08-25 21:00:00","2023-08-25","Friday","21-00-00","Standard","34","31992556.000","0.0180","0.0180","0.406512","83997776.0000","0.0000","0.0443","0.416","-0.4061","1692990003"
"1421236137","UCT - School Of Design Solar PV","2023-08-25 22:00:00","2023-08-25","Friday","22-00-00","Standard","34","31992574.000","0.0180","0.0180","0.408284","83997776.0000","0.0000","0.0441","0.411","-0.4079","1692993604"
"1421236137","UCT - School Of Design Solar PV","2023-08-25 23:00:00","2023-08-25","Friday","23-00-00","Off-Peak","34","31992592.000","0.0180","0.0180","0.401515","83997776.0000","0.0000","0.0448","0.411","-0.4011","1692997203"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 00:00:00","2023-08-26","Saturday","00-00-00","Off-Peak","34","31992610.000","0.0180","0.0180","0.399406","83997776.0000","0.0000","0.0451","0.403","-0.3990","1693000803"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 01:00:00","2023-08-26","Saturday","01-00-00","Off-Peak","34","31992616.000","0.0060","0.0060","0.146123","83997776.0000","0.0000","0.0411","0.401","-0.1460","1693004403"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 02:00:00","2023-08-26","Saturday","02-00-00","Off-Peak","34","31992620.000","0.0040","0.0040","0.403020","83997776.0000","0.0000","0.0099","0.403","-0.4030","1693008003"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 03:00:00","2023-08-26","Saturday","03-00-00","Off-Peak","34","31992620.000","0.0000","0.0000","0.398000","83997776.0000","0.0000","0.0000","0.401","-0.3980","1693011603"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 04:00:00","2023-08-26","Saturday","04-00-00","Off-Peak","34","31992624.000","0.0040","-0.0040","0.398909","83997784.0000","0.0080","-0.0100","0.401","-0.3989","1693015204"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 05:00:00","2023-08-26","Saturday","05-00-00","Off-Peak","34","31992628.000","0.0040","0.0040","0.400131","83997784.0000","0.0000","0.0100","0.401","-0.4001","1693018803"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 06:00:00","2023-08-26","Saturday","06-00-00","Off-Peak","34","31992636.000","0.0080","0.0080","0.398080","83997784.0000","0.0000","0.0201","0.399","-0.3980","1693022403"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 07:00:00","2023-08-26","Saturday","07-00-00","Off-Peak","34","31992652.000","0.0160","0.0160","0.403317","83997784.0000","0.0000","0.0397","0.406","-0.4030","1693026003"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 08:00:00","2023-08-26","Saturday","08-00-00","Off-Peak","34","31992652.000","0.0000","-0.2880","0.970707","83998072.0000","0.2880","-0.2967","1.331","0.9270","1693029603"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 09:00:00","2023-08-26","Saturday","09-00-00","Off-Peak","34","31992652.000","0.0000","-4.6960","5.160207","84002768.0000","4.6960","-0.9100","5.557","2.1390","1693033203"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 10:00:00","2023-08-26","Saturday","10-00-00","Off-Peak","34","31992652.000","0.0000","-16.2000","16.354679","84018968.0000","16.2000","-0.9905","20.625","2.2440","1693036803"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 11:00:00","2023-08-26","Saturday","11-00-00","Off-Peak","34","31992652.000","0.0000","-19.3520","19.471729","84038320.0000","19.3520","-0.9939","20.625","2.1560","1693040403"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 12:00:00","2023-08-26","Saturday","12-00-00","Off-Peak","34","31992652.000","0.0000","-29.7200","29.780035","84068040.0000","29.7200","-0.9980","32.049","1.8900","1693044003"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 13:00:00","2023-08-26","Saturday","13-00-00","Off-Peak","34","31992652.000","0.0000","-20.1200","20.247313","84088160.0000","20.1200","-0.9937","32.049","2.2670","1693047603"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 14:00:00","2023-08-26","Saturday","14-00-00","Off-Peak","34","31992652.000","0.0000","-18.9760","19.107400","84107136.0000","18.9760","-0.9931","29.240","2.2370","1693051203"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 15:00:00","2023-08-26","Saturday","15-00-00","Off-Peak","34","31992652.000","0.0000","-11.2400","11.484675","84118376.0000","11.2400","-0.9787","12.872","2.3580","1693054803"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 16:00:00","2023-08-26","Saturday","16-00-00","Off-Peak","34","31992652.000","0.0000","-7.4400","7.772779","84125816.0000","7.4400","-0.9572","12.872","2.2500","1693058403"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 17:00:00","2023-08-26","Saturday","17-00-00","Off-Peak","34","31992652.000","0.0000","-0.0349","0.044842","84125850.8510","0.0349","-0.7778","4.570","0.0282","1693062000"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 18:00:00","2023-08-26","Saturday","18-00-00","Off-Peak","34","31992652.000","0.0000","-0.0051","0.019198","84125855.9160","0.0051","-0.2638","0.037","0.0185","1693065600"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 19:00:00","2023-08-26","Saturday","19-00-00","Off-Peak","34","31992692.000","0.0400","0.0079","0.551920","84125888.0000","0.0321","0.0143","1.444","0.5519","1693069203"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 20:00:00","2023-08-26","Saturday","20-00-00","Off-Peak","34","31992708.000","0.0160","0.0160","0.408314","84125888.0000","0.0000","0.0392","0.408","-0.4080","1693072803"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 21:00:00","2023-08-26","Saturday","21-00-00","Off-Peak","34","31992728.000","0.0200","0.0200","0.411486","84125888.0000","0.0000","0.0486","0.413","-0.4110","1693076403"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 22:00:00","2023-08-26","Saturday","22-00-00","Off-Peak","34","31992752.000","0.0240","0.0240","0.408592","84125888.0000","0.0000","0.0587","0.411","-0.4079","1693080004"
"1421236137","UCT - School Of Design Solar PV","2023-08-26 23:00:00","2023-08-26","Saturday","23-00-00","Off-Peak","34","31992764.000","0.0120","0.0120","0.410176","84125888.0000","0.0000","0.0293","0.411","-0.4100","1693083604"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 00:00:00","2023-08-27","Sunday","00-00-00","Off-Peak","35","31992776.000","0.0120","0.0120","0.409290","84125888.0000","0.0000","0.0293","0.411","-0.4091","1693087203"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 01:00:00","2023-08-27","Sunday","01-00-00","Off-Peak","35","31992784.000","0.0080","0.0000","0.408000","84125896.0000","0.0080","0.0000","0.411","-0.4080","1693090803"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 02:00:00","2023-08-27","Sunday","02-00-00","Off-Peak","35","31992800.000","0.0160","0.0160","0.415193","84125896.0000","0.0000","0.0385","0.421","-0.4149","1693094404"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 03:00:00","2023-08-27","Sunday","03-00-00","Off-Peak","35","31992816.000","0.0160","0.0160","0.414309","84125896.0000","0.0000","0.0386","0.421","-0.4140","1693098004"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 04:00:00","2023-08-27","Sunday","04-00-00","Off-Peak","35","31992832.000","0.0160","0.0160","0.414424","84125896.0000","0.0000","0.0386","0.421","-0.4141","1693101603"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 05:00:00","2023-08-27","Sunday","05-00-00","Off-Peak","35","31992844.000","0.0120","0.0120","0.411175","84125896.0000","0.0000","0.0292","0.421","-0.4110","1693105203"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 06:00:00","2023-08-27","Sunday","06-00-00","Off-Peak","35","31992862.000","0.0180","0.0180","0.415390","84125896.0000","0.0000","0.0433","0.418","-0.4150","1693108803"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 07:00:00","2023-08-27","Sunday","07-00-00","Off-Peak","35","31992880.000","0.0180","0.0180","0.414391","84125896.0000","0.0000","0.0434","0.418","-0.4140","1693112403"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 08:00:00","2023-08-27","Sunday","08-00-00","Off-Peak","35","31992884.000","0.0040","-0.5079","1.351687","84126408.0000","0.5120","-0.3757","2.050","1.2527","1693116004"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 09:00:00","2023-08-27","Sunday","09-00-00","Off-Peak","35","31992884.000","0.0000","-4.6960","5.213697","84131104.0000","4.6960","-0.9007","6.937","2.2650","1693119604"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 10:00:00","2023-08-27","Sunday","10-00-00","Off-Peak","35","31992884.000","0.0000","-17.7729","17.956890","84148872.0000","17.7680","-0.9898","20.085","2.5637","1693123203"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 11:00:00","2023-08-27","Sunday","11-00-00","Off-Peak","35","31992884.000","0.0000","-26.7446","26.840511","84175624.0000","26.7520","-0.9964","28.199","2.2674","1693126804"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 12:00:00","2023-08-27","Sunday","12-00-00","Off-Peak","35","31992884.000","0.0000","-37.0343","37.116610","84212648.0000","37.0240","-0.9978","38.562","2.4707","1693130403"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 13:00:00","2023-08-27","Sunday","13-00-00","Off-Peak","35","31992884.000","0.0000","-41.1360","41.207239","84253784.0000","41.1360","-0.9983","41.828","2.4220","1693134003"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 14:00:00","2023-08-27","Sunday","14-00-00","Off-Peak","35","31992884.000","0.0000","-40.6720","40.700021","84294456.0000","40.6720","-0.9993","41.828","1.5100","1693137603"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 15:00:00","2023-08-27","Sunday","15-00-00","Off-Peak","35","31992884.000","0.0000","-35.5981","35.661089","84330064.0000","35.6080","-0.9982","40.121","2.1184","1693141204"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 16:00:00","2023-08-27","Sunday","16-00-00","Off-Peak","35","31992884.000","0.0000","-24.6209","24.702679","84354657.4990","24.5935","-0.9967","34.006","2.0089","1693144800"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 17:00:00","2023-08-27","Sunday","17-00-00","Off-Peak","35","31992884.000","0.0000","-1.3971","1.400962","84356054.6300","1.3971","-0.9973","23.776","0.1035","1693148400"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 18:00:00","2023-08-27","Sunday","18-00-00","Off-Peak","35","31992884.000","0.0000","-0.1994","0.213488","84356254.0320","0.1994","-0.9340","0.956","0.0763","1693152000"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 19:00:00","2023-08-27","Sunday","19-00-00","Off-Peak","35","31992916.000","0.0320","-0.0179","0.739896","84356304.0000","0.0500","-0.0243","1.537","0.7397","1693155604"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 20:00:00","2023-08-27","Sunday","20-00-00","Off-Peak","35","31992940.000","0.0240","0.0240","0.423799","84356304.0000","0.0000","0.0566","0.425","-0.4231","1693159203"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 21:00:00","2023-08-27","Sunday","21-00-00","Off-Peak","35","31992960.000","0.0200","0.0200","0.419361","84356304.0000","0.0000","0.0477","0.425","-0.4189","1693162804"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 22:00:00","2023-08-27","Sunday","22-00-00","Off-Peak","35","31992972.000","0.0120","0.0120","0.412289","84356304.0000","0.0000","0.0291","0.420","-0.4121","1693166403"
"1421236137","UCT - School Of Design Solar PV","2023-08-27 23:00:00","2023-08-27","Sunday","23-00-00","Off-Peak","35","31992988.000","0.0160","0.0080","0.413962","84356312.0000","0.0080","0.0193","0.420","-0.4139","1693170004"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 00:00:00","2023-08-28","Monday","00-00-00","Off-Peak","35","31993004.000","0.0160","0.0160","0.417423","84356312.0000","0.0000","0.0383","0.423","-0.4171","1693173603"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 01:00:00","2023-08-28","Monday","01-00-00","Off-Peak","35","31993006.210","0.0022","0.0022","0.018645","84356312.0000","0.0000","0.1186","0.413","-0.0185","1693177200"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 02:00:00","2023-08-28","Monday","02-00-00","Off-Peak","35","31993007.881","0.0017","0.0017","0.018997","84356312.0000","0.0000","0.0880","0.019","-0.0189","1693180800"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 03:00:00","2023-08-28","Monday","03-00-00","Off-Peak","35","31993024.000","0.0161","0.0161","0.383491","84356312.0000","0.0000","0.0420","0.428","-0.3832","1693184404"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 04:00:00","2023-08-28","Monday","04-00-00","Off-Peak","35","31993040.000","0.0160","0.0160","0.414424","84356312.0000","0.0000","0.0386","0.428","-0.4141","1693188003"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 05:00:00","2023-08-28","Monday","05-00-00","Off-Peak","35","31993060.000","0.0200","0.0200","0.416480","84356312.0000","0.0000","0.0480","0.421","-0.4160","1693191603"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 06:00:00","2023-08-28","Monday","06-00-00","Off-Peak","35","31993088.000","0.0280","0.0280","0.426919","84356312.0000","0.0000","0.0656","0.428","-0.4260","1693195203"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 07:00:00","2023-08-28","Monday","07-00-00","Standard","35","31993108.000","0.0200","0.0200","0.413484","84356312.0000","0.0000","0.0484","0.428","-0.4130","1693198803"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 08:00:00","2023-08-28","Monday","08-00-00","Peak","35","31993110.000","0.0020","-0.5019","1.345734","84356816.0000","0.5040","-0.3729","1.998","1.2487","1693202404"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 09:00:00","2023-08-28","Monday","09-00-00","Peak","35","31993110.000","0.0000","-4.8654","5.313819","84361680.0000","4.8640","-0.9156","7.137","2.1366","1693206003"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 10:00:00","2023-08-28","Monday","10-00-00","Peak","35","31993110.000","0.0000","-18.2080","18.318278","84379888.0000","18.2080","-0.9940","20.526","2.0070","1693209603"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 11:00:00","2023-08-28","Monday","11-00-00","Standard","35","31993110.000","0.0000","-26.9845","27.063357","84406880.0000","26.9920","-0.9971","28.534","2.0644","1693213204"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 12:00:00","2023-08-28","Monday","12-00-00","Standard","35","31993110.000","0.0000","-37.2240","37.282795","84444104.0000","37.2240","-0.9984","38.718","2.0930","1693216804"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 13:00:00","2023-08-28","Monday","13-00-00","Standard","35","31993110.000","0.0000","-40.4352","40.472330","84484528.0000","40.4240","-0.9991","40.670","1.7325","1693220403"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 14:00:00","2023-08-28","Monday","14-00-00","Standard","35","31993110.000","0.0000","-39.0851","39.118973","84523624.0000","39.0960","-0.9991","40.670","1.6265","1693224004"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 15:00:00","2023-08-28","Monday","15-00-00","Standard","35","31993110.000","0.0000","-34.3295","34.375058","84557944.0000","34.3200","-0.9987","38.527","1.7685","1693227603"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 16:00:00","2023-08-28","Monday","16-00-00","Standard","35","31993110.000","0.0000","-25.4800","25.570968","84583424.0000","25.4800","-0.9964","32.832","2.1550","1693231203"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 17:00:00","2023-08-28","Monday","17-00-00","Standard","35","31993110.000","0.0000","-0.8078","0.809537","84584231.1030","0.8071","-0.9978","23.357","0.0534","1693234800"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 18:00:00","2023-08-28","Monday","18-00-00","Standard","35","31993110.000","0.0000","-0.1593","0.164769","84584390.4280","0.1593","-0.9670","0.647","0.0420","1693238400"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 19:00:00","2023-08-28","Monday","19-00-00","Peak","35","31993128.000","0.0180","-0.0315","0.770679","84584440.0000","0.0496","-0.0409","1.445","0.7700","1693242003"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 20:00:00","2023-08-28","Monday","20-00-00","Peak","35","31993150.000","0.0220","0.0220","0.408593","84584440.0000","0.0000","0.0538","0.408","-0.4080","1693245603"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 21:00:00","2023-08-28","Monday","21-00-00","Standard","35","31993166.000","0.0160","0.0160","0.405204","84584440.0000","0.0000","0.0395","0.408","-0.4049","1693249204"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 22:00:00","2023-08-28","Monday","22-00-00","Standard","35","31993186.000","0.0200","0.0200","0.404607","84584440.0000","0.0000","0.0494","0.406","-0.4041","1693252803"
"1421236137","UCT - School Of Design Solar PV","2023-08-28 23:00:00","2023-08-28","Monday","23-00-00","Off-Peak","35","31993208.000","0.0220","0.0220","0.398608","84584440.0000","0.0000","0.0552","0.404","-0.3980","1693256403"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 00:00:00","2023-08-29","Tuesday","00-00-00","Off-Peak","35","31993230.000","0.0220","0.0220","0.398608","84584440.0000","0.0000","0.0552","0.399","-0.3980","1693260003"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 01:00:00","2023-08-29","Tuesday","01-00-00","Off-Peak","35","31993256.000","0.0260","0.0260","0.400844","84584440.0000","0.0000","0.0649","0.399","-0.4000","1693263603"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 02:00:00","2023-08-29","Tuesday","02-00-00","Off-Peak","35","31993262.000","0.0060","0.0060","0.392046","84584440.0000","0.0000","0.0153","0.399","-0.3920","1693267203"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 03:00:00","2023-08-29","Tuesday","03-00-00","Off-Peak","35","31993264.000","0.0020","-0.0060","0.404045","84584448.0000","0.0080","-0.0148","0.405","-0.4040","1693270803"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 04:00:00","2023-08-29","Tuesday","04-00-00","Off-Peak","35","31993270.000","0.0060","0.0060","0.404045","84584448.0000","0.0000","0.0148","0.408","-0.4040","1693274403"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 05:00:00","2023-08-29","Tuesday","05-00-00","Off-Peak","35","31993280.000","0.0100","0.0100","0.404124","84584448.0000","0.0000","0.0247","0.406","-0.4040","1693278003"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 06:00:00","2023-08-29","Tuesday","06-00-00","Off-Peak","35","31993292.000","0.0120","0.0120","0.396182","84584448.0000","0.0000","0.0303","0.404","-0.3960","1693281603"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 07:00:00","2023-08-29","Tuesday","07-00-00","Standard","35","31993306.000","0.0140","0.0140","0.400245","84584448.0000","0.0000","0.0350","0.401","-0.4000","1693285203"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 08:00:00","2023-08-29","Tuesday","08-00-00","Peak","35","31993310.000","0.0040","-0.9240","1.617005","84585376.0000","0.9280","-0.5714","2.410","1.3270","1693288803"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 09:00:00","2023-08-29","Tuesday","09-00-00","Peak","35","31993310.000","0.0000","-5.2640","5.710260","84590640.0000","5.2640","-0.9218","6.987","2.2130","1693292403"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 10:00:00","2023-08-29","Tuesday","10-00-00","Peak","35","31993310.000","0.0000","-14.8880","15.056612","84605528.0000","14.8880","-0.9888","16.894","2.2470","1693296003"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 11:00:00","2023-08-29","Tuesday","11-00-00","Standard","35","31993310.000","0.0000","-22.7760","22.909433","84628304.0000","22.7760","-0.9942","24.477","2.4690","1693299603"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 12:00:00","2023-08-29","Tuesday","12-00-00","Standard","35","31993310.000","0.0000","-31.5840","31.673695","84659888.0000","31.5840","-0.9972","32.792","2.3820","1693303203"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 13:00:00","2023-08-29","Tuesday","13-00-00","Standard","35","31993310.000","0.0000","-33.6000","33.662784","84693488.0000","33.6000","-0.9981","33.925","2.0550","1693306803"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 14:00:00","2023-08-29","Tuesday","14-00-00","Standard","35","31993310.000","0.0000","-30.9280","31.014072","84724416.0000","30.9280","-0.9972","33.485","2.3090","1693310403"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 15:00:00","2023-08-29","Tuesday","15-00-00","Standard","35","31993310.000","0.0000","-25.7520","25.831260","84750168.0000","25.7520","-0.9969","30.295","2.0220","1693314003"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 16:00:00","2023-08-29","Tuesday","16-00-00","Standard","35","31993310.000","0.0000","-17.4800","17.631974","84767648.0000","17.4800","-0.9914","24.359","2.3100","1693317603"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 17:00:00","2023-08-29","Tuesday","17-00-00","Standard","35","31993310.000","0.0000","-8.3337","8.633743","84775984.0000","8.3360","-0.9652","15.666","2.2564","1693321204"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 18:00:00","2023-08-29","Tuesday","18-00-00","Standard","35","31993310.000","0.0000","-2.3680","3.127503","84778352.0000","2.3680","-0.7572","6.886","2.0430","1693324804"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 19:00:00","2023-08-29","Tuesday","19-00-00","Peak","35","31993330.000","0.0200","-0.1080","0.585217","84778480.0000","0.1280","-0.1846","2.606","0.5752","1693328403"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 20:00:00","2023-08-29","Tuesday","20-00-00","Peak","35","31993348.000","0.0180","0.0180","0.412279","84778480.0000","0.0000","0.0436","0.413","-0.4119","1693332004"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 21:00:00","2023-08-29","Tuesday","21-00-00","Standard","35","31993372.000","0.0240","0.0240","0.415809","84778480.0000","0.0000","0.0577","0.416","-0.4151","1693335603"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 22:00:00","2023-08-29","Tuesday","22-00-00","Standard","35","31993392.000","0.0200","0.0200","0.417479","84778480.0000","0.0000","0.0479","0.420","-0.4170","1693339203"
"1421236137","UCT - School Of Design Solar PV","2023-08-29 23:00:00","2023-08-29","Tuesday","23-00-00","Off-Peak","35","31993404.881","0.0129","0.0129","0.236575","84778480.0000","0.0000","0.0545","0.416","-0.2362","1693342800"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 00:00:00","2023-08-30","Wednesday","00-00-00","Off-Peak","35","31993418.257","0.0134","0.0134","0.229083","84778480.0000","0.0000","0.0584","0.230","-0.2287","1693346400"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 01:00:00","2023-08-30","Wednesday","01-00-00","Off-Peak","35","31993433.615","0.0154","0.0154","0.286210","84778480.0000","0.0000","0.0537","0.339","-0.2858","1693350000"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 02:00:00","2023-08-30","Wednesday","02-00-00","Off-Peak","35","31993449.963","0.0163","0.0163","0.340418","84778480.0000","0.0000","0.0480","0.341","-0.3400","1693353600"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 03:00:00","2023-08-30","Wednesday","03-00-00","Off-Peak","35","31993464.330","0.0144","0.0144","0.338758","84778480.0000","0.0000","0.0424","0.341","-0.3385","1693357200"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 04:00:00","2023-08-30","Wednesday","04-00-00","Off-Peak","35","31993480.183","0.0159","0.0159","0.337516","84778480.0000","0.0000","0.0470","0.338","-0.3371","1693360800"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 05:00:00","2023-08-30","Wednesday","05-00-00","Off-Peak","35","31993492.569","0.0124","0.0124","0.319307","84778480.0000","0.0000","0.0388","0.337","-0.3191","1693364400"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 06:00:00","2023-08-30","Wednesday","06-00-00","Off-Peak","35","31993508.000","0.0154","0.0154","0.360826","84778480.0000","0.0000","0.0427","0.403","-0.3605","1693368003"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 07:00:00","2023-08-30","Wednesday","07-00-00","Standard","35","31993528.000","0.0200","0.0200","0.406492","84778480.0000","0.0000","0.0492","0.413","-0.4060","1693371603"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 08:00:00","2023-08-30","Wednesday","08-00-00","Peak","35","31993530.000","0.0020","-0.7260","1.414522","84779208.0000","0.7280","-0.5132","2.176","1.2140","1693375203"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 09:00:00","2023-08-30","Wednesday","09-00-00","Peak","35","31993530.000","0.0000","-5.2720","5.677821","84784480.0000","5.2720","-0.9285","7.617","2.1080","1693378803"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 10:00:00","2023-08-30","Wednesday","10-00-00","Peak","35","31993530.000","0.0000","-15.1920","15.330761","84799672.0000","15.1920","-0.9909","17.749","2.0580","1693382403"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 11:00:00","2023-08-30","Wednesday","11-00-00","Standard","35","31993530.000","0.0000","-25.0000","25.084975","84824672.0000","25.0000","-0.9966","26.936","2.0630","1693386003"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 12:00:00","2023-08-30","Wednesday","12-00-00","Standard","35","31993530.000","0.0000","-33.5760","33.627314","84858248.0000","33.5760","-0.9985","35.084","1.8570","1693389603"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 13:00:00","2023-08-30","Wednesday","13-00-00","Standard","35","31993530.000","0.0000","-36.6720","36.699328","84894920.0000","36.6720","-0.9993","37.173","1.4160","1693393203"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 14:00:00","2023-08-30","Wednesday","14-00-00","Standard","35","31993530.000","0.0000","-36.0080","36.067738","84930928.0000","36.0080","-0.9983","38.593","2.0750","1693396803"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 15:00:00","2023-08-30","Wednesday","15-00-00","Standard","35","31993530.784","0.0008","-0.8154","0.815918","84931743.4990","0.8155","-0.9994","35.909","0.0292","1693400400"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 16:00:00","2023-08-30","Wednesday","16-00-00","Standard","35","31993531.913","0.0011","-0.5901","0.592785","84932334.7480","0.5912","-0.9955","0.767","0.0561","1693404000"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 17:00:00","2023-08-30","Wednesday","17-00-00","Standard","35","31993532.000","0.0001","-9.9529","10.191137","84942296.0000","9.9613","-0.9766","11.960","2.1908","1693407603"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 18:00:00","2023-08-30","Wednesday","18-00-00","Standard","35","31993532.000","0.0000","-2.5600","3.337286","84944856.0000","2.5600","-0.7671","8.917","2.1410","1693411203"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 19:00:00","2023-08-30","Wednesday","19-00-00","Peak","35","31993556.000","0.0240","-0.0960","0.641049","84944976.0000","0.1200","-0.1497","2.715","0.6338","1693414804"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 20:00:00","2023-08-30","Wednesday","20-00-00","Peak","35","31993576.000","0.0200","0.0200","0.411600","84944976.0000","0.0000","0.0486","0.413","-0.4111","1693418403"
"1421236137","UCT - School Of Design Solar PV","2023-08-30 21:00:00","2023-08-30","Wednesday","21-00-00","Standard","35","31993592.000","0.0160","0.0160","0.407201","84944976.0000","0.0000","0.0393","0.411","-0.4069","1693422004"
